,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,split_categories
31935,jCKjT0w6BnPxNSZO9Q2uuw,M Restaurant,231 S 8th St,Philadelphia,PA,19106,39.9473257341,-75.1543113996,3.5,165,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '3', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""'casual'"", 'CoatCheck': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'True', 'Smoking': ""u'outdoor'"", 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'HappyHour': 'True', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False'}","Food, American (New), Desserts, Argentine, Italian, Restaurants, Nightlife, Bars","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}","['Food', 'American (New)', 'Desserts', 'Argentine', 'Italian', 'Restaurants', 'Nightlife', 'Bars']"
32714,CLVICRuP-1DilA-NLwOGvw,Pat's Pizza Express,2311 Cottman Ave,Philadelphia,PA,19149,40.0484332935,-75.0584227592,3.0,12,0,"{'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsTableService': 'False', 'Caters': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Specialty Food, Pizza, Restaurants, Salad, Italian, Food, Pasta Shops, Cheesesteaks","{'Monday': '0:0-0:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '12:0-23:0'}","['Specialty Food', 'Pizza', 'Restaurants', 'Salad', 'Italian', 'Food', 'Pasta Shops', 'Cheesesteaks']"
33873,cd-EkTwPP0G-bOoZtRTaVA,Tony Lukes Casa De Pasta,26 East Oregon Ave,Philadelphia,PA,19148,39.9136284,-75.1488145,4.5,7,0,"{'RestaurantsDelivery': 'False', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""'no'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True'}","Italian, Restaurants","{'Tuesday': '16:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-23:0'}","['Italian', 'Restaurants']"
34959,pxmBh8YZ6HLGQfNHvJoHzA,Nomad Roman Pizza,1305 Locust St,Philadelphia,PA,19107,39.9480175237,-75.1626882641,4.0,286,0,"{'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'RestaurantsDelivery': 'True'}","Restaurants, Bars, Wine Bars, Italian, Pizza, Nightlife","{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-21:0'}","['Restaurants', 'Bars', 'Wine Bars', 'Italian', 'Pizza', 'Nightlife']"
35130,nKK8tgjteduOIxALbfJNgg,Ristorante La Buca,711 Locust St,Philadelphia,PA,19106,39.947079,-75.154165,3.5,113,0,"{'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WiFi': ""u'free'"", 'GoodForKids': 'False', 'Smoking': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'CoatCheck': 'True', 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'RestaurantsAttire': ""u'dressy'"", 'WheelchairAccessible': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'RestaurantsDelivery': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False'}","Restaurants, Seafood, Bars, Italian, Wine Bars, Nightlife","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}","['Restaurants', 'Seafood', 'Bars', 'Italian', 'Wine Bars', 'Nightlife']"
35183,0BJy9The-xE_M912gkwDHQ,Germantown Style Pizza,324 W Chelten Ave,Philadelphia,PA,19144,40.0299678,-75.1807177,3.0,7,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Pizza, Sandwiches, Italian","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}","['Restaurants', 'Pizza', 'Sandwiches', 'Italian']"
35267,6mZCkALTvbeWPcc5IAImHg,Robert Chiarella's Gourmet Pizzeria,1627 Ritner St,Philadelphia,PA,19145,39.9212897,-75.1747508,3.5,12,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'False', 'Alcohol': ""u'none'""}","Pizza, Restaurants, Sandwiches, Italian","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '13:0-21:0'}","['Pizza', 'Restaurants', 'Sandwiches', 'Italian']"
35778,c4dbRo1LHY_q5VoYMzqSjg,Mari BYO,795 S 3rd St,Philadelphia,PA,19147,39.9380055713,-75.1481305808,4.5,29,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True'}","Seafood, Sicilian, Restaurants, Italian","{'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '5:0-22:0'}","['Seafood', 'Sicilian', 'Restaurants', 'Italian']"
36319,TQ3XTsjmefGlkhFtx1OTIQ,Romano's Meatball,3136 Richmond St,Philadelphia,PA,19134,39.9824897835,-75.1027133333,4.0,13,0,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'""}","Sandwiches, Restaurants, Italian","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}","['Sandwiches', 'Restaurants', 'Italian']"
36748,xZ8xX5epDVMqD6mklwtP3g,Mama Yolanda's Italian Restaurant,746 S 8th St,Philadelphia,PA,19147,39.9402619,-75.1561121,2.0,8,0,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Italian",,"['Restaurants', 'Italian']"
37022,uPrgY60Ibnlc7zn323kg1Q,Bianca Pizza & Trattoria,514 South St,Philadelphia,PA,19147,39.941646,-75.151419,2.5,10,0,"{'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'Caters': 'True'}","Restaurants, Pizza, Sandwiches, Italian","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}","['Restaurants', 'Pizza', 'Sandwiches', 'Italian']"
38639,34-i9B0d0r0575-x6xDTsw,Pizzacato,248 Market St,Philadelphia,PA,19106,39.95028,-75.145481,3.0,129,0,"{'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BYOBCorkage': ""'no'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False'}","Restaurants, Italian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}","['Restaurants', 'Italian']"
38695,Mna6U7kUX36l8-dpDt-U-A,Gianfranco Pizza Rustica,6 N 3rd St,Philadelphia,PA,19106,39.9504169,-75.1456794,4.0,247,0,"{'BYOBCorkage': ""'yes_free'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""'casual'"", 'Corkage': 'False', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Italian, Pizza, Sandwiches, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '11:0-22:0'}","['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
40701,KNghZPPBf4JA8fsG_qaHKg,Il Polpo,9825 Bustleton Ave,Philadelphia,PA,19115,40.0902817564,-75.0326782465,3.5,10,0,"{'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '3', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsAttire': ""u'casual'""}","Restaurants, Mediterranean, Uzbek, Italian, Russian","{'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-22:30', 'Saturday': '16:0-22:30', 'Sunday': '13:0-20:0'}","['Restaurants', 'Mediterranean', 'Uzbek', 'Italian', 'Russian']"
41520,mEP3rHiYbMVDUxOLZLp1IA,Ernesto's 1521 Cafe,1521 Spruce St,Philadelphia,PA,19102,39.9476346,-75.1672947,4.0,12,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'Alcohol': 'None', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'False'}","Restaurants, Italian",,"['Restaurants', 'Italian']"
42060,_LOJW0XkOpj4O348GVRDeQ,Zavino,112 S 13th St,Philadelphia,PA,19107,39.9499542,-75.1621423,4.0,843,0,"{'HasTV': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'GoodForDancing': 'False', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Italian, Wine Bars, Bars, Mediterranean, Pizza, Restaurants, Nightlife","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-1:0', 'Saturday': '11:30-1:0', 'Sunday': '12:0-22:0'}","['Italian', 'Wine Bars', 'Bars', 'Mediterranean', 'Pizza', 'Restaurants', 'Nightlife']"
43394,dGy_GFVHQbmqzcIpSY6fSw,DeMarco's Italian Specialties,1338 Jackson St,Philadelphia,PA,19148,39.9228564,-75.1692901,3.5,15,0,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True', 'HasTV': 'True'}","Caterers, Restaurants, Delis, Event Planning & Services, Italian, Wraps","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0'}","['Caterers', 'Restaurants', 'Delis', 'Event Planning & Services', 'Italian', 'Wraps']"
43558,BJjyhlURNnsOlizLQXMJmg,Diane & Tom's Cafe,40 W Maplewood Mall,Philadelphia,PA,19144,40.0341212,-75.1748979,4.5,12,0,"{'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'False'}","Restaurants, Soul Food, Italian, Event Planning & Services, Caterers",,"['Restaurants', 'Soul Food', 'Italian', 'Event Planning & Services', 'Caterers']"
43802,RhP6pzh6AikgrSODRHS0EA,Spitalieri's Italiano Ristorante,613 E Passyunk Ave,Philadelphia,PA,19147,39.9413743,-75.1503191,4.0,8,0,"{'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'False', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'""}","Restaurants, Italian","{'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '15:0-20:0'}","['Restaurants', 'Italian']"
44056,jdx80PbfbXMkUZvhJmdFbQ,Cafe Giardino,1732 W Passyunk Ave,Philadelphia,PA,19145,39.9244035,-75.1755284,5.0,6,0,"{'RestaurantsDelivery': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}","Italian, Restaurants, Food, Coffee & Tea, Sandwiches","{'Monday': '7:30-15:30', 'Tuesday': '7:30-15:30', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '7:30-15:30'}","['Italian', 'Restaurants', 'Food', 'Coffee & Tea', 'Sandwiches']"
44060,RleiW2_QLyxgNjFfqDoZpw,Modo Mio,161 W Girard Ave,Philadelphia,PA,19123,39.9695788,-75.1383832,4.0,492,0,"{'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '3', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Italian, Gluten-Free, Food, Restaurants","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '16:0-20:0'}","['Italian', 'Gluten-Free', 'Food', 'Restaurants']"
44215,SfmQZL7Rgon_qT-hjY-f0g,Croce's Pizza,7400 Lawndale Ave,Philadelphia,PA,19111,40.061937,-75.08,4.0,5,0,"{'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""u'casual'""}","Italian, Pizza, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}","['Italian', 'Pizza', 'Restaurants']"
44570,i_sAh-ylmOwCQmqRmXox8g,Monsú,901 Christian St,Philadelphia,PA,19147,39.9391381,-75.1579072,4.0,309,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsTakeOut': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'False'}","Italian, Restaurants, Gluten-Free","{'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}","['Italian', 'Restaurants', 'Gluten-Free']"
