"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours","split_categories","X","ByAppointmentOnly","BusinessAcceptsCreditCards","BikeParking","RestaurantsPriceRange2","CoatCheck","RestaurantsTakeOut","RestaurantsDelivery","Caters","WiFi","BusinessParking","WheelchairAccessible","HappyHour","OutdoorSeating","HasTV","RestaurantsReservations","DogsAllowed","Alcohol","GoodForKids","RestaurantsAttire","Ambience","RestaurantsTableService","RestaurantsGoodForGroups","DriveThru","NoiseLevel","GoodForMeal","BusinessAcceptsBitcoin","Smoking","Music","GoodForDancing","AcceptsInsurance","BestNights","BYOB","Corkage","BYOBCorkage","HairSpecializesIn","Open24Hours","RestaurantsCounterService","AgesAllowed","DietaryRestrictions"
"117",27795,"dvxyt7YVvJ3Ubz60jQbutw","Solly Stables","1140 Solly Ave","Philadelphia","PA",19111,40.0730528,-75.0691682,4.5,7,1,"","Horse Boarding, Pets","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}","['Horse Boarding', 'Pets']",74947,"","True","True",2,"","True","True","True","u'free'","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","True","True","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"118",28035,"CYSPKiVdoPX3erovujnE9Q","Harp & Crown","1525 Sansom St","Philadelphia","PA",19102,39.9504170438,-75.1664282754,4,912,1,"{'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'True', 'Caters': 'True', 'HappyHour': 'True', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'None', 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': True, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': True}"", 'CoatCheck': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'Smoking': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'OutdoorSeating': 'True'}","Active Life, Nightlife, Bars, American (Traditional), Bowling, Restaurants, American (New), Gastropubs","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0', 'Sunday': '10:30-14:30'}","['Active Life', 'Nightlife', 'Bars', 'American (Traditional)', 'Bowling', 'Restaurants', 'American (New)', 'Gastropubs']",75372,"","","",NA,"","True","True","","","","","","","","True","","","","","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","","","","","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"119",28118,"aQhn4CcEJokY6ADxUbzTaQ","Chickie's & Pete's Cafe","11000 Roosevelt Blvd","Philadelphia","PA",19116,40.1011515,-75.0081239,3,224,1,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'BikeParking': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'RestaurantsDelivery': 'True', 'GoodForDancing': 'False', 'WiFi': ""'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BYOBCorkage': ""'yes_free'""}","Nightlife, Seafood, Bars, Sports Bars, American (Traditional), Restaurants","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}","['Nightlife', 'Seafood', 'Bars', 'Sports Bars', 'American (Traditional)', 'Restaurants']",75642,"","True","False",3,"","True","False","False","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","True","True","False","True","","'full_bar'","False","'casual'","{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"120",28197,"TBIAioAtUn10MV_gJ99jJQ","Heery Casting","2618-22 E Cumberland St","Philadelphia","PA",19125,39.9772187,-75.1208487,4,6,1,"","Talent Agencies, Professional Services","","['Talent Agencies', 'Professional Services']",76016,"","True","False",1,"","True","True","True","u'free'","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","False","True","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'quiet'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"121",28764,"111xH-Jad3rSZBgGRjcxaw","Temple University Dental School Clinic","3223 N Broad St","Philadelphia","PA",19140,40.002206,-75.1519535,2.5,28,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True'}","Dentists, Health & Medical, General Dentistry","","['Dentists', 'Health & Medical', 'General Dentistry']",77975,"","True","False",3,"","True","True","True","u'free'","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","False","True","True","True","False","u'full_bar'","False","'dressy'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","True","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","False","","","",NA,"","","","",NA,NA,NA,NA,NA
"122",28791,"qy1pjoe6uuESf7kmLvFqzA","Blue Moon Health Spa","2469 Grant Ave","Philadelphia","PA",19114,40.080002,-75.025557,4,8,1,"{'ByAppointmentOnly': 'False'}","Massage Therapy, Health & Medical","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-21:0'}","['Massage Therapy', 'Health & Medical']",78062,"","True","True",2,"","True","False","False","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","False","True","","'none'","False","'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","","False","","u'average'","","","","","",NA,"","","","'yes_free'",NA,NA,NA,NA,NA
"123",29343,"P2Lm1g_RztvIaH4daQsXoQ","Three Monkeys Cafe","9645 James St","Philadelphia","PA",19114,40.053857,-74.98396,3.5,419,1,"{'RestaurantsPriceRange2': '2', 'Caters': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Corkage': 'False', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""'average'"", 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'GoodForDancing': 'False', 'CoatCheck': 'False', 'Music': ""{u'dj': False, u'live': None, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"", 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'True'}","Breakfast & Brunch, Cafes, American (New), Pubs, Restaurants, Bars, Nightlife","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '9:0-2:0', 'Sunday': '9:0-2:0'}","['Breakfast & Brunch', 'Cafes', 'American (New)', 'Pubs', 'Restaurants', 'Bars', 'Nightlife']",79625,"","True","True",3,"","True","True","False","u'free'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","False","True","","u'full_bar'","True","u'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}","","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","False","","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","False",NA,"{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}","","","",NA,NA,NA,NA,NA
"124",29511,"8S_Vpr1kIPnP3yynZb79dw","Franklin Field","235 S 33rd St","Philadelphia","PA",19104,39.9501475,-75.1901043,4.5,9,1,"{'GoodForKids': 'True'}","Arts & Entertainment, Stadiums & Arenas","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0'}","['Arts & Entertainment', 'Stadiums & Arenas']",79835,"","True","",2,"","True","False","False","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","False","True","","u'full_bar'","False","'casual'","{'romantic': True, 'intimate': True, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"125",29862,"deJd43rpViQxkOmn-gz-Lg","Pizza City","3208 Red Lion Rd","Philadelphia","PA",19114,40.080901,-74.995019,3,49,1,"{'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'HasTV': 'True', 'BikeParking': 'False', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': None, u'validated': False}""}","Pizza, Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '12:0-23:0'}","['Pizza', 'Restaurants']",80887,"","True","True",2,"","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","True","","False","False","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","False","False","","u'quiet'","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"126",30103,"4ydaO2E3LmD_TfpG3xKTOw","Studio 4 Hair Design","6320 Sackett St","Philadelphia","PA",19149,40.0282835,-75.0591754,4,6,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Hair Salons","","['Beauty & Spas', 'Hair Salons']",81809,"","True","",3,"","True","False","","","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","","True","","'full_bar'","False","u'casual'","","","True","","","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"127",30575,"cRL1p2YtGqKazqlpPz4exQ","TD Bank","1726 Walnut St","Philadelphia","PA",19103,39.950047,-75.170496,3,25,1,"","Banks & Credit Unions, Financial Services","{'Monday': '20:0-19:0', 'Tuesday': '20:0-19:0', 'Wednesday': '20:0-19:0', 'Thursday': '20:0-20:0', 'Friday': '20:0-20:0', 'Saturday': '20:0-16:0', 'Sunday': '23:0-15:0'}","['Banks & Credit Unions', 'Financial Services']",83077,"","True","",2,"","True","True","","","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","True","False","","u'none'","True","u'casual'","","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"128",30702,"jc6PRKXaOwQeKtQGXoG76Q","The Shake Seafood","2141 Cottman Ave, Unit D","Philadelphia","PA",19149,40.049511,-75.0621303,4,189,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'no'"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}""}","Restaurants, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '13:0-22:0', 'Wednesday': '13:0-22:0', 'Thursday': '13:0-22:0', 'Friday': '13:0-22:30', 'Saturday': '13:0-22:30', 'Sunday': '13:0-22:30'}","['Restaurants', 'Seafood']",83496,"","True","",2,"","True","True","True","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","True","True","True","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","","True","","u'average'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"129",31051,"ri8K3WLymceKlwVKtLg3ng","A & N House of Produce","5929 Greene St","Philadelphia","PA",19144,40.0365676,-75.1798459,3.5,60,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Fruits & Veggies, Food, Grocery, Specialty Food","{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-17:0'}","['Fruits & Veggies', 'Food', 'Grocery', 'Specialty Food']",84582,"","","",NA,"","","","","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","","","","","u'full_bar'","","","","","","","","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"130",31106,"WaGSdQGsOCYDqRu8FN7Pcg","The Palestra","235 S 33rd St","Philadelphia","PA",19195,39.9501475,-75.1901043,4,14,1,"{'GoodForKids': 'True'}","Arts & Entertainment, Stadiums & Arenas","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0'}","['Arts & Entertainment', 'Stadiums & Arenas']",84681,"","True","",2,"","","True","","","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","False","","True","","'full_bar'","True","u'casual'","","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"131",31658,"NY-8LSYUh16FCSCdIeVWWQ","Brooks Brothers","1513 Walnut St","Philadelphia","PA",19102,39.9498771,-75.1666244,2.5,38,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3'}","Fashion, Women's Clothing, Children's Clothing, Shopping, Men's Clothing","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-18:0'}","['Fashion', ""Women's Clothing"", ""Children's Clothing"", 'Shopping', ""Men's Clothing""]",85648,"","","",3,"","","False","","u'no'","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","","","","True","","","True","u'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","True","","","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"132",31718,"VDIcgTQVzOdd4fucVE4sZw","Jefferson Urgent Care - Smylie Times - Jefferson Health 19","2607 Rhawn St","Philadelphia","PA",19152,40.0562721,-75.0453714,3,14,1,"{'ByAppointmentOnly': 'False', 'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True'}","Health & Medical, Medical Centers, Urgent Care","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}","['Health & Medical', 'Medical Centers', 'Urgent Care']",86157,"","","",2,"","","","","","","","","","True","","","","","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","","","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"133",32047,"bwlHQiKk7EACbEZC5T3r7g","El Provocon","2843 Tyson Ave","Philadelphia","PA",19149,40.0394683,-75.0563012,4,18,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False'}","Spanish, Restaurants","{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}","['Spanish', 'Restaurants']",87214,"","True","False",1,"","True","True","False","","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","True","False","","u'none'","True","'casual'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","","False","","u'quiet'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"134",32066,"NlNF2lXDTgxo_awI0pErVw","Steve Madden","1723 Walnut St","Philadelphia","PA",19103,39.9503294,-75.1700653,2.5,13,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Shopping, Fashion, Shoe Stores","","['Shopping', 'Fashion', 'Shoe Stores']",87284,"","True","True",2,"","True","True","False","'no'","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","","","False","True","True","","u'none'","True","'casual'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","True","True","","u'loud'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","","","","",NA,"","","","",NA,NA,NA,NA,NA
"135",32394,"csBftms0brareTQSFGwpgA","Great Taste Chinese Food","4834 Spruce St","Philadelphia","PA",19139,39.9536559,-75.2193516,3.5,10,1,"{'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'formal'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Chinese, Restaurants","","['Chinese', 'Restaurants']",88589,"","False","",1,"","True","True","False","u'no'","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","","","True","True","False","","u'none'","True","u'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"136",32606,"AyCgav6b_x0HmSj4T6311A","Burlington","833 Market St","Philadelphia","PA",19107,39.9515892654,-75.154816702,3,54,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'valet': False, 'garage': False, 'street': True, 'lot': False, 'validated': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Department Stores, Shopping, Fashion","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}","['Department Stores', 'Shopping', 'Fashion']",88992,"","","",NA,"","None","None","","","","","","","","None","","","","","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","","","","","","","","","",NA,"","","","",NA,NA,NA,NA,NA
"137",32901,"q3NsTN4umVlCpOmYpIKkyA","Baskin-Robbins City Line","7606 City Ave","Philadelphia","PA",19151,39.9786355,-75.2713077,2.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1'}","Ice Cream & Frozen Yogurt, Food","","['Ice Cream & Frozen Yogurt', 'Food']",89429,"","True","",2,"","True","True","False","","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","","True","True","True","True","","u'full_bar'","True","'casual'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}","","True","","u'average'","","","","","",NA,"","","","",NA,NA,NA,NA,NA
