name,address,postal_code,latitude,longitude,stars,review_count,is_open,BusinessAcceptsCreditCards,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,RestaurantsDelivery,Caters,WiFi,WheelchairAccessible,HappyHour,OutdoorSeating,HasTV,RestaurantsReservations,DogsAllowed,Alcohol,GoodForKids,RestaurantsAttire,RestaurantsTableService,RestaurantsGoodForGroups,DriveThru,NoiseLevel,BusinessAcceptsBitcoin,Smoking,Corkage,zipcode
Osteria,640 N Broad St,19130,39.965015,-75.161076,4,877,1,TRUE,TRUE,3,TRUE,TRUE,TRUE,free,TRUE,TRUE,TRUE,FALSE,TRUE,NA,full_bar,FALSE,casual,TRUE,TRUE,NA,average,FALSE,no,NA,19130
Nook Bakery & Coffee Bar,15 S 20th St,19103,39.952725,-75.1729016,4.5,304,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,NA,NA,FALSE,FALSE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,quiet,FALSE,NA,NA,19103
PrimoHoagies,6602 Frankford Ave,19135,40.03096571,-75.05482427,2.5,21,1,TRUE,NA,1,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19135
Lazaro's Pizzeria & Grill,1743 South St,19146,39.944571,-75.171679,4,368,1,FALSE,TRUE,1,TRUE,TRUE,TRUE,no,TRUE,NA,None,TRUE,FALSE,FALSE,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,NA,19146
Dante & Luigi's,762 S 10th St,19147,39.94006878,-75.15942296,4,415,1,TRUE,TRUE,2,TRUE,FALSE,FALSE,no,NA,FALSE,FALSE,FALSE,TRUE,FALSE,full_bar,FALSE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19147
A Mano,2244 Fairmount Ave,19130,39.96723439,-75.17532116,4.5,217,1,TRUE,FALSE,3,TRUE,FALSE,FALSE,no,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,none,FALSE,casual,TRUE,TRUE,NA,average,NA,NA,FALSE,19130
Jim's South St,400 S St,19147,39.941498,-75.149272,3.5,2736,1,FALSE,TRUE,2,None,TRUE,TRUE,no,TRUE,NA,None,FALSE,FALSE,NA,beer_and_wine,TRUE,casual,FALSE,TRUE,NA,average,FALSE,NA,FALSE,19147
Sbarro,8000 Essington Ave,19153,39.895192,-75.227973,3,29,1,TRUE,FALSE,1,TRUE,TRUE,FALSE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19153
Toto's Pizzeria,6555 Greene St,19119,40.043998,-75.190724,3,136,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19119
Santucci's Original Square Pizza,655 N Broad St,19123,39.96531,-75.16039,3,162,1,FALSE,FALSE,2,TRUE,TRUE,TRUE,free,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,TRUE,casual,TRUE,TRUE,NA,average,FALSE,NA,NA,19123
Cacia's Bakery,1526 W Ritner St,19145,39.9209373,-75.1731796,4,82,1,FALSE,TRUE,1,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,FALSE,NA,quiet,NA,NA,NA,19145
PrimoHoagies,1501 E Susquehanna Ave,19125,39.97598497,-75.12677185,4,50,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,FALSE,NA,TRUE,TRUE,FALSE,TRUE,none,TRUE,casual,FALSE,FALSE,NA,quiet,NA,NA,NA,19125
Nomad Pizza Company,611 S 7th St,19147,39.9418368,-75.153837,4.5,566,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,NA,TRUE,TRUE,TRUE,FALSE,NA,beer_and_wine,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19147
The Gables Cafe,4600 Woodland Ave,19143,39.9441938,-75.2097087,5,14,1,TRUE,TRUE,NA,TRUE,None,TRUE,free,TRUE,NA,TRUE,FALSE,,NA,none,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,19143
Heffe,1431 Frankford Ave,19125,39.9731157,-75.1339186,3,229,1,FALSE,TRUE,1,TRUE,TRUE,FALSE,no,NA,NA,TRUE,TRUE,FALSE,NA,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,NA,19125
The Couch Tomato Cafe,102 Rector St,19127,40.0247731,-75.2213162,4,604,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,NA,NA,TRUE,TRUE,FALSE,FALSE,beer_and_wine,TRUE,casual,FALSE,TRUE,NA,average,FALSE,NA,NA,19127
Pietro's Coal Oven Pizzeria,1714 Walnut St,19103,39.9497512,-75.1699969,3.5,751,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,NA,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,FALSE,19103
Rustica,903 N 2nd St,19123,39.9642199,-75.1404574,4,312,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,NA,NA,TRUE,TRUE,FALSE,TRUE,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,FALSE,19123
The Victor Cafe,1303 Dickinson St,19147,39.931653,-75.166327,4.5,437,1,TRUE,FALSE,2,FALSE,FALSE,FALSE,no,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,full_bar,FALSE,dressy,NA,TRUE,NA,average,FALSE,NA,NA,19147
Uncle Tomy's,1653 S 27th St,19145,39.932068,-75.189729,3,28,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,NA,NA,FALSE,FALSE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,quiet,FALSE,NA,NA,19145
Square Pie,801 E Passyunk Ave,19147,39.9385948,-75.1526455,4.5,145,1,TRUE,TRUE,2,TRUE,FALSE,FALSE,no,NA,NA,None,TRUE,FALSE,FALSE,none,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19147
Zaccone's Restaurant,3151 Cottman Ave,19149,40.040781,-75.0478131,3.5,48,1,FALSE,FALSE,2,TRUE,FALSE,TRUE,no,NA,NA,FALSE,FALSE,TRUE,NA,none,TRUE,casual,NA,TRUE,NA,quiet,FALSE,NA,NA,19149
Three Countries Pizzeria,1626 Dickinson St,19146,39.9321252,-75.1723005,2.5,42,1,TRUE,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,none,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,19146
Barbuzzo,110 S 13th St,19107,39.950007,-75.1621577,4.5,2893,1,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,NA,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,FALSE,casual,TRUE,FALSE,NA,average,NA,NA,NA,19107
Burrata,1247 S 13th St,19147,39.93392524,-75.16524307,4.5,155,1,TRUE,TRUE,2,TRUE,FALSE,TRUE,no,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,none,FALSE,casual,TRUE,FALSE,NA,average,FALSE,NA,FALSE,19147
Aldo Lamberti Trattoria,8500 Essington Ave,19153,39.874953,-75.241206,4.5,107,1,TRUE,FALSE,1,TRUE,FALSE,FALSE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,NA,19153
Her Place,1740 Sansom St,19103,39.9507452,-75.1701679,4.5,14,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19103
Giorgio On Pine,1328 Pine St,19107,39.94533938,-75.16445446,4,954,1,TRUE,TRUE,2,TRUE,None,FALSE,no,FALSE,NA,None,TRUE,TRUE,FALSE,none,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19107
Dolce Italian - Philadelphia,1437 Chestnut St,19102,39.95152995,-75.16506344,4,9,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,19102
Sotto,151 S 24th St,19103,39.95134944,-75.17939467,4,175,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,none,FALSE,casual,TRUE,TRUE,NA,loud,FALSE,NA,FALSE,19103
Gatehouse ,4503 S Broad St,19112,39.8966261,-75.1754003,3.5,73,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,FALSE,casual,TRUE,TRUE,NA,NA,NA,yes,NA,19112
Mangia Macaroni,1543 Spring Garden St,19130,39.9630572,-75.1643311,4,69,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,FALSE,NA,TRUE,FALSE,FALSE,TRUE,none,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,19130
Di Bruno Bros.,1701 Jfk Blvd,19103,39.954251,-75.168476,3.5,60,1,TRUE,TRUE,2,TRUE,FALSE,TRUE,no,NA,NA,FALSE,FALSE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,loud,NA,NA,NA,19103
Lamberti Pizza and Market,707 Chestnut St,19106,39.94973464,-75.15260484,4.5,11,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19106
AURA,628 N Front St,19123,39.9612273,-75.1387381,2,22,1,TRUE,FALSE,2,FALSE,FALSE,NA,free,NA,NA,FALSE,TRUE,TRUE,NA,full_bar,FALSE,dressy,NA,TRUE,NA,average,NA,NA,NA,19123
Pizza Warehouse,"1000 Diamond St, Ste 114",19122,39.9834801,-75.1499321,3,5,1,TRUE,NA,1,TRUE,TRUE,TRUE,free,NA,NA,TRUE,TRUE,FALSE,NA,full_bar,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19122
Giovani's Bar & Grill,1533 Chestnut St,19102,39.9512545,-75.16669584,4,215,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,full_bar,FALSE,casual,TRUE,TRUE,NA,average,FALSE,no,NA,19102
Tortilleria San Roman,951 S 9th St,19147,39.937636,-75.15808247,5,219,1,TRUE,FALSE,1,TRUE,TRUE,FALSE,no,FALSE,NA,None,FALSE,FALSE,NA,none,TRUE,casual,FALSE,FALSE,NA,average,NA,NA,NA,19147
PTG Catering,6813 Ridge Ave,19128,40.0428057,-75.2264191,4.5,32,1,TRUE,FALSE,2,TRUE,TRUE,TRUE,free,NA,NA,FALSE,FALSE,FALSE,NA,none,FALSE,casual,NA,TRUE,NA,loud,FALSE,NA,NA,19128
Nannie Franco’s Pizzeria,910 S 9th St,19147,39.93862664,-75.15804599,4.5,33,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19147
Parmigiana,501 Fairmount Ave,19123,39.96335986,-75.1468193,4.5,12,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19123
Rione,102 S 21st St,19103,39.9520434,-75.1756387,4.5,208,1,TRUE,FALSE,1,TRUE,TRUE,TRUE,free,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,none,TRUE,casual,FALSE,TRUE,NA,average,FALSE,NA,NA,19103
Ambrosia Ristorante BYOB,231 S 24th St,19103,39.9499785,-75.1796522,4.5,141,1,TRUE,TRUE,NA,TRUE,TRUE,FALSE,free,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,none,NA,casual,TRUE,NA,NA,average,FALSE,NA,FALSE,19103
Fiesta Pizza II,600 E Jamestown St,19128,40.03004661,-75.2063495,3,87,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,FALSE,NA,NA,19128
La Scala’s,"1701 John F Kennedy Blvd, Ste C100",19103,39.95458138,-75.16847008,2.5,9,1,NA,NA,NA,,,NA,NA,NA,NA,NA,TRUE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19103
Fishtown Pizza Truck,,19125,39.9793657,-75.1253492,4.5,9,1,FALSE,TRUE,1,TRUE,FALSE,FALSE,no,NA,NA,FALSE,FALSE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,NA,NA,NA,NA,19125
DiNapoli Pizza,3137 N Front St,19133,39.99852763,-75.129278,2,25,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,paid,NA,NA,TRUE,TRUE,TRUE,NA,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19133
His & Hers Restaurant & Bar,216 S St,19147,39.941124,-75.14629,3,93,1,TRUE,TRUE,2,TRUE,None,TRUE,free,TRUE,TRUE,TRUE,TRUE,TRUE,NA,full_bar,FALSE,casual,TRUE,TRUE,NA,loud,NA,no,NA,19147
Dolce & Caffè,708 N 2nd St,19123,39.9622145,-75.1413898,4.5,111,1,TRUE,NA,1,TRUE,TRUE,NA,free,NA,NA,None,TRUE,FALSE,NA,none,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,19123
La Casa Di Lucias,14425 Bustleton Ave,19116,40.132395,-75.0108678,3.5,42,1,TRUE,FALSE,2,TRUE,TRUE,TRUE,free,NA,TRUE,FALSE,TRUE,TRUE,NA,full_bar,TRUE,casual,NA,TRUE,NA,loud,NA,NA,NA,19116
Stogie Joe's Tavern,1801 E Passyunk Ave,19148,39.927559,-75.166057,3.5,295,1,FALSE,TRUE,2,TRUE,TRUE,NA,no,NA,NA,TRUE,TRUE,FALSE,NA,full_bar,NA,NA,NA,TRUE,NA,loud,NA,NA,NA,19148
L'anima,1001 S 17th St,19146,39.93947008,-75.17119993,4,128,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,NA,TRUE,FALSE,TRUE,TRUE,none,TRUE,casual,TRUE,TRUE,NA,average,FALSE,NA,NA,19146
Italian Express,2641 W Girard Ave,19130,39.9744283,-75.1802791,3.5,47,1,TRUE,TRUE,1,TRUE,TRUE,NA,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19130
Tony Roni's Pizza Roxborough,"499 Domino Ln, Ste 4350",19128,40.0454066,-75.2327285,3.5,91,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,free,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19128
Noir Restaurant & Bar,1909 E Passyunk Ave,19148,39.9263049,-75.167423,4,154,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,NA,TRUE,TRUE,TRUE,TRUE,NA,full_bar,FALSE,casual,TRUE,TRUE,NA,average,NA,outdoor,NA,19148
Dolce Carini,1929 Chestnut St,19103,39.9521232,-75.1729836,4,132,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,NA,FALSE,TRUE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19103
The QUICK FIXX,1511 South St,19146,39.944064,-75.1676029,4,324,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,NA,FALSE,TRUE,FALSE,TRUE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19146
Uncle Oogie's,36 Snyder Ave,19148,39.9209324,-75.1465573,3.5,65,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,FALSE,19148
Maglio Sausage,3632 S 3rd St,19148,39.9015752,-75.1554563,5,14,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,NA,NA,NA,NA,,NA,none,NA,NA,NA,NA,NA,quiet,NA,NA,NA,19148
Nitty's Tavern,1720 W Moyamensing Ave,19145,39.914962,-75.1766207,3.5,8,1,FALSE,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,TRUE,NA,full_bar,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,19145
Doliva Evoo Pizza & Grill ,1009 N Bodine St,19123,39.96723008,-75.14098083,4.5,83,1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,free,TRUE,NA,TRUE,TRUE,FALSE,NA,none,NA,casual,TRUE,NA,NA,NA,NA,NA,FALSE,19123
La Famiglia Ristorante,8 S Front St,19106,39.9494022,-75.1424185,4,140,1,TRUE,TRUE,3,TRUE,TRUE,FALSE,free,FALSE,FALSE,TRUE,FALSE,TRUE,NA,full_bar,FALSE,dressy,TRUE,TRUE,NA,quiet,NA,NA,NA,19106
Trattoria Moma,7131 Germantown Ave,19119,40.0593185,-75.1900363,4.5,136,1,TRUE,TRUE,2,TRUE,FALSE,TRUE,no,NA,NA,TRUE,FALSE,TRUE,NA,none,FALSE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19119
Brandywine Pizza,532 N 15th St,19130,39.9633082,-75.1631614,2.5,111,1,TRUE,FALSE,2,TRUE,TRUE,FALSE,no,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,TRUE,casual,FALSE,TRUE,NA,average,FALSE,NA,NA,19130
"Angelino's Restaurant, Fairmount- Philadelphia",849 N 25th St,19130,39.9712971,-75.1776345,4,205,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,none,TRUE,casual,TRUE,TRUE,FALSE,average,FALSE,NA,FALSE,19130
Fairmount Pizza and Grill,2000 Fairmount Ave,19130,39.9670886,-75.1703389,3.5,222,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,NA,FALSE,TRUE,FALSE,NA,beer_and_wine,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19130
Di Bruno Bros.,930 S 9th St,19147,39.938041,-75.1582152,4.5,250,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,no,NA,NA,FALSE,FALSE,FALSE,NA,none,FALSE,casual,FALSE,FALSE,NA,average,NA,NA,NA,19147
Talluto's Authentic Italian Food,944 S 9th St,19147,39.9377201,-75.1582494,4.5,63,1,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,FALSE,casual,NA,FALSE,NA,average,NA,NA,NA,19147
San Lucas Pizzeria,2000 S Bouvier St,19145,39.9262902,-75.1754459,4.5,27,1,FALSE,NA,1,TRUE,TRUE,NA,no,NA,NA,FALSE,TRUE,FALSE,NA,NA,TRUE,casual,NA,FALSE,NA,average,NA,NA,NA,19145
Bentoulis Pizza,1226 E Hunting Park Ave,19124,40.0106236,-75.102975,4,41,1,TRUE,TRUE,1,TRUE,TRUE,FALSE,no,NA,NA,FALSE,FALSE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19124
Square on Square,274 S 20th St,19103,39.948333,-75.174521,3.5,246,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,NA,FALSE,FALSE,TRUE,FALSE,full_bar,TRUE,casual,NA,TRUE,NA,average,FALSE,NA,NA,19103
Entree BYOB,1608 South St,19146,39.94401102,-75.16914039,4.5,408,1,TRUE,TRUE,3,TRUE,TRUE,TRUE,free,TRUE,FALSE,TRUE,TRUE,TRUE,NA,none,FALSE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19146
Lorenzo & Sons Pizza,305 S St,19147,39.941596,-75.1478101,4,657,1,FALSE,TRUE,1,TRUE,FALSE,FALSE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,FALSE,FALSE,NA,average,NA,NA,NA,19147
Zio's Brick Oven Pizzeria,111 S 13th St,19107,39.9500908,-75.1617499,3.5,193,1,NA,TRUE,1,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19107
Mr Joe's Cafe,1514 S 8th St,19147,39.9299417,-75.1584946,4.5,66,1,FALSE,TRUE,2,TRUE,FALSE,FALSE,free,NA,NA,FALSE,FALSE,FALSE,FALSE,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Tuscany Ristorante,2418 Rhawn St,19152,40.0569781,-75.0478281,3.5,64,1,TRUE,NA,2,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,TRUE,NA,none,TRUE,casual,NA,FALSE,NA,very_loud,NA,NA,NA,19152
Le Virtu,1927 E Passyunk Ave,19148,39.926032,-75.1678,4,389,1,TRUE,TRUE,3,FALSE,TRUE,FALSE,no,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,FALSE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19148
DaMò Pasta Lab,105 S 12th St,19107,39.9502973,-75.1601048,4.5,177,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,none,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,19107
Italian Kitchen,2035 N 63rd St,19151,39.98642134,-75.247951,3,24,1,TRUE,NA,1,TRUE,TRUE,TRUE,paid,NA,NA,FALSE,TRUE,TRUE,NA,NA,TRUE,casual,NA,TRUE,NA,NA,NA,NA,NA,19151
Randazzo's Pizzeria,1826 S St,19146,39.94449279,-75.17261228,4,153,1,TRUE,TRUE,1,TRUE,TRUE,FALSE,no,NA,TRUE,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,FALSE,average,NA,NA,NA,19146
Figo,1033 N 2nd St,19123,39.967481,-75.1398075,3,33,1,TRUE,NA,NA,TRUE,TRUE,TRUE,free,TRUE,NA,TRUE,TRUE,,NA,full_bar,NA,NA,TRUE,NA,NA,NA,NA,no,NA,19123
L'Angolo Ristorante,1415 W Porter St,19145,39.919628,-75.1713762,4.5,386,1,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,NA,NA,TRUE,TRUE,TRUE,FALSE,none,FALSE,casual,TRUE,TRUE,TRUE,average,NA,NA,NA,19145
Mexi-Talian Grill Restaurant,413 S St,19147,39.9417497,-75.1495947,4.5,15,1,NA,TRUE,NA,TRUE,TRUE,NA,free,TRUE,NA,TRUE,NA,,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,NA,19147
Fitzwater Cafe,728 S 7th St,19147,39.9405063,-75.1545227,4,240,1,FALSE,TRUE,2,TRUE,TRUE,FALSE,no,NA,NA,TRUE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Old City Pizza,100 N 3rd St,19106,39.95232879,-75.14531583,3,196,1,TRUE,TRUE,1,TRUE,TRUE,FALSE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19106
3 Brothers Pizza & Pasta,2621 E Ontario St,19134,39.987659,-75.098389,4,21,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19134
Alice Pizza,235 S 15th St,19102,39.948332,-75.166127,4.5,243,1,TRUE,FALSE,2,TRUE,TRUE,TRUE,free,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,TRUE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19102
Emma's Cafe,7311 Frankford Ave,19136,40.03677368,-75.03994751,4,81,1,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,NA,NA,FALSE,TRUE,TRUE,NA,none,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19136
La Fontana Della Citta,1701 Spruce St,19103,39.9477642,-75.1696977,3,379,1,TRUE,TRUE,2,TRUE,TRUE,FALSE,no,NA,NA,TRUE,TRUE,TRUE,NA,none,FALSE,casual,TRUE,TRUE,NA,average,NA,NA,NA,19103
Angelo's Pizza,11036 Rennard St,19116,40.121646,-75.035263,3.5,33,1,TRUE,FALSE,2,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19116
Farina pasta and Noodle,132 South 17th St,19103,39.95053088,-75.16919694,4.5,24,1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,no,NA,NA,FALSE,FALSE,FALSE,NA,none,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,19103
J&J South Philly Pizza,1177 S 9th St,19147,39.9343749,-75.1587416,2.5,156,1,TRUE,TRUE,2,TRUE,TRUE,TRUE,free,TRUE,NA,TRUE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Santucci's Original Square Pizza,901 S 10th St,19147,39.9390394,-75.159227,3.5,469,1,FALSE,TRUE,2,TRUE,TRUE,TRUE,free,NA,NA,TRUE,TRUE,TRUE,NA,none,TRUE,casual,NA,TRUE,NA,average,NA,NA,NA,19147
Pizzeria Cappelli,209 S 13th St,19107,39.9484368,-75.162081,3.5,123,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,NA,NA,TRUE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,NA,NA,NA,NA,19107
Trendsetters Bar & Lounge,5301 Woodland Ave,19143,39.93741282,-75.2179368,3.5,12,1,TRUE,FALSE,2,TRUE,TRUE,TRUE,free,TRUE,TRUE,TRUE,TRUE,FALSE,NA,full_bar,FALSE,casual,TRUE,TRUE,NA,loud,FALSE,no,FALSE,19143
Panorama,14 N Front St,19106,39.950201,-75.142285,4,324,1,TRUE,FALSE,3,TRUE,TRUE,FALSE,free,TRUE,TRUE,TRUE,TRUE,TRUE,NA,full_bar,FALSE,dressy,TRUE,TRUE,FALSE,quiet,NA,no,NA,19106
Marcello’s Pizza-Grill,10849 Bustleton Ave,19116,40.1102701,-75.024101,4,8,1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19116
Ristorante Aroma,1245 3rd St,19147,39.9318715,-75.14950015,4.5,137,1,TRUE,FALSE,3,TRUE,None,TRUE,free,NA,NA,TRUE,FALSE,TRUE,NA,none,FALSE,dressy,TRUE,TRUE,NA,average,NA,NA,NA,19147
South Philly Italian Kitchen,311 W Mt Pleasant Ave,19119,40.0541409,-75.1944474,4.5,43,1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,free,TRUE,TRUE,TRUE,FALSE,TRUE,NA,beer_and_wine,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,19119
Roman's Pizza,6613 Ridge Ave,19128,40.039176,-75.223424,3,40,1,TRUE,FALSE,2,TRUE,TRUE,FALSE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,FALSE,casual,NA,FALSE,NA,average,NA,NA,NA,19128
Dump-N-Roll,,19104,39.9583587,-75.1953934,4.5,173,1,TRUE,TRUE,1,TRUE,TRUE,TRUE,no,FALSE,NA,TRUE,FALSE,FALSE,NA,none,TRUE,casual,FALSE,TRUE,NA,average,NA,NA,NA,19104
Brick House Pizza & Restaurant,3332 Grant Ave,19114,40.068067,-75.006396,3,5,1,TRUE,NA,1,TRUE,TRUE,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,TRUE,casual,NA,TRUE,NA,NA,NA,NA,NA,19114
PrimoHoagies,"2417 Welsh Rd, Ste 12",19114,40.07186795,-75.03044933,3,34,1,TRUE,FALSE,2,TRUE,TRUE,TRUE,no,NA,NA,FALSE,TRUE,FALSE,NA,none,TRUE,casual,NA,TRUE,NA,quiet,NA,NA,NA,19114
